#FIELD: aquarius_u67203   PHOTOMETRY VERSION: phot-2.03
#REFERENCE POSITION (for DRA, DDEC):   311.720833  -12.847500 (J2000)
#ADOPTED GALAXY CENTER (for DRACEN, DDECCEN):   311.716248  -12.847500 (J2000)
#FLAG  f606w  E(f606w)  CROWD1  f814w  E(f814w)  CROWD2  CHIP  X  Y  DRA  DDEC  DRACEN  DDECCEN  RA(J2000)  DEC  
   352  25.868   0.179   0.030  99.999   0.000   0.000   3  320.79  292.15  -11.423  -12.297      5.084    -12.297  20:46:52.24  -12:51:03.3
   352  25.854   0.171   0.001  99.999   0.000   0.000   3  437.79  180.54  -24.964   -3.147     -8.457     -3.147  20:46:51.34  -12:50:54.1
   352  25.801   0.166   0.009  99.999   0.000   0.000   3  396.70  198.12  -22.366   -6.794     -5.858     -6.794  20:46:51.51  -12:50:57.8
   352  25.968   0.215   0.002  99.999   0.000   0.000   3   95.91  607.12   24.582  -27.728     41.089    -27.728  20:46:54.64  -12:51:18.7
   352  25.898   0.191   0.012  99.999   0.000   0.000   3  442.13  445.84    1.400    2.633     17.908      2.633  20:46:53.09  -12:50:48.4
   352  25.826   0.179   0.000  99.999   0.000   0.000   3  495.96  545.45   10.215    9.883     26.722      9.883  20:46:53.68  -12:50:41.1
   352  25.840   0.186   0.083  99.999   0.000   0.000   3  407.12  578.60   15.363    1.902     31.871      1.902  20:46:54.02  -12:50:49.1
   352  25.813   0.166   0.022  99.999   0.000   0.000   3  386.84  124.93  -29.428   -9.221    -12.921     -9.221  20:46:51.04  -12:51:00.2
   352  25.973   0.213   0.041  99.999   0.000   0.000   3  481.30  607.71   16.718    9.707     33.225      9.707  20:46:54.11  -12:50:41.3
   352  25.838   0.173   0.000  99.999   0.000   0.000   3  395.59  309.98  -11.198   -4.649      5.309     -4.649  20:46:52.25  -12:50:55.6
   224  99.999   0.000   0.000  24.762   0.199   0.058   3  638.76  418.75   -5.378   21.210     11.129     21.210  20:46:52.64  -12:50:29.8
   352  25.817   0.171   0.000  99.999   0.000   0.000   3  158.60  363.63   -0.920  -26.620     15.587    -26.620  20:46:52.94  -12:51:17.6
   354  25.893   0.203   0.070  99.999   0.000   0.000   3  354.62  676.10   26.137   -1.236     42.644     -1.236  20:46:54.74  -12:50:52.2
   352  25.860   0.180   0.025  99.999   0.000   0.000   3  207.75  388.08    0.500  -21.359     17.007    -21.359  20:46:53.03  -12:51:12.4
   352  25.892   0.177   0.045  99.999   0.000   0.000   3  401.87  167.54  -25.515   -6.905     -9.007     -6.905  20:46:51.30  -12:50:57.9
   352  25.836   0.176   0.000  99.999   0.000   0.000   3  438.02  374.44   -5.643    0.789     10.864      0.789  20:46:52.62  -12:50:50.2
   224  99.999   0.000   0.000  24.648   0.178   0.032   3  337.84  406.32   -0.381   -8.332     16.126     -8.332  20:46:52.97  -12:50:59.3
   352  25.814   0.170   0.035  99.999   0.000   0.000   3  323.28  291.96  -11.494  -12.058      5.014    -12.058  20:46:52.23  -12:51:03.1
   352  25.937   0.189   0.004  99.999   0.000   0.000   3  139.67  342.69   -2.616  -28.874     13.891    -28.874  20:46:52.83  -12:51:19.9
   352  25.801   0.187   0.004  99.999   0.000   0.000   3  202.77  615.86   23.280  -17.211     39.787    -17.211  20:46:54.55  -12:51:08.2
   352  25.880   0.188   0.000  99.999   0.000   0.000   3  530.84  450.00   -0.026   11.357     16.481     11.357  20:46:53.00  -12:50:39.6
   352  25.817   0.177   0.101  99.999   0.000   0.000   3  776.10  392.86  -10.771   33.950      5.736     33.950  20:46:52.28  -12:50:17.0
   352  25.821   0.176   0.199  99.999   0.000   0.000   3  271.82  305.86   -9.037  -16.788      7.471    -16.788  20:46:52.40  -12:51:07.8
   352  25.679   0.199   0.065  99.999   0.000   0.000   3  516.53  176.19  -27.016    4.427    -10.508      4.427  20:46:51.20  -12:50:46.6
   352  25.910   0.205   0.000  99.999   0.000   0.000   3  144.35  691.72   31.969  -21.310     48.477    -21.310  20:46:55.13  -12:51:12.3
   352  25.849   0.179   0.000  99.999   0.000   0.000   3  466.07  370.59   -6.609    3.445      9.898      3.445  20:46:52.56  -12:50:47.6
   352  25.849   0.171   0.020  99.999   0.000   0.000   3  372.49  183.95  -23.274   -9.435     -6.767     -9.435  20:46:51.45  -12:51:00.4
   352  25.826   0.178   0.021  99.999   0.000   0.000   3  561.36  497.38    4.065   15.278     20.572     15.278  20:46:53.27  -12:50:35.7
   224  99.999   0.000   0.000  24.495   0.207   0.000   3  338.33  372.55   -3.762   -8.967     12.745     -8.967  20:46:52.75  -12:50:60.0
   352  25.906   0.201   0.001  99.999   0.000   0.000   3  308.81  648.10   24.304   -6.257     40.811     -6.257  20:46:54.62  -12:50:57.3
   352  25.895   0.181   0.000  99.999   0.000   0.000   3  664.71  320.22  -15.722   21.735      0.785     21.735  20:46:51.95  -12:50:29.3
   352  25.820   0.168   0.037  99.999   0.000   0.000   3  568.69  207.85  -24.937   10.139     -8.430     10.139  20:46:51.34  -12:50:40.9
   352  25.839   0.167   0.003  99.999   0.000   0.000   3  355.19  128.70  -28.398  -12.223    -11.891    -12.223  20:46:51.11  -12:51:03.2
   354  25.895   0.183   0.000  99.999   0.000   0.000   3  225.80  349.13   -3.762  -20.392     12.745    -20.392  20:46:52.75  -12:51:11.4
   352  25.844   0.193   0.024  99.999   0.000   0.000   3  265.49  603.06   20.725  -11.383     37.233    -11.383  20:46:54.38  -12:51:02.4
   352  25.900   0.204   0.107  99.999   0.000   0.000   3  212.74  674.48   28.885  -15.045     45.392    -15.045  20:46:54.93  -12:51:06.0
   352  25.799   0.160   0.011  99.999   0.000   0.000   3  373.65   90.18  -32.598  -11.197    -16.090    -11.197  20:46:50.83  -12:51:02.2
   352  25.931   0.210   0.000  99.999   0.000   0.000   3  358.63  773.60   35.680    1.119     52.187      1.119  20:46:55.38  -12:50:49.9
   352  25.806   0.169   0.000  99.999   0.000   0.000   3  659.87  239.30  -23.669   19.623     -7.162     19.623  20:46:51.42  -12:50:31.4
   352  25.777   0.165   0.068  99.999   0.000   0.000   3  481.83  182.66  -25.661    1.182     -9.153      1.182  20:46:51.29  -12:50:49.8
   352  25.806   0.209   0.118  99.999   0.000   0.000   3  307.04  695.42   29.028   -5.468     45.535     -5.468  20:46:54.94  -12:50:56.5
   352  25.825   0.195   0.000  99.999   0.000   0.000   3  339.33  776.91   36.403   -0.685     52.910     -0.685  20:46:55.43  -12:50:51.7
   352  25.924   0.181   0.000  99.999   0.000   0.000   3  654.06  178.44  -29.586   17.821    -13.078     17.821  20:46:51.03  -12:50:33.2
   354  25.829   0.174   0.023  99.999   0.000   0.000   3  484.03  218.95  -22.097    2.130     -5.590      2.130  20:46:51.53  -12:50:48.9
   352  25.896   0.182   0.141  99.999   0.000   0.000   3  384.04  182.29  -23.679   -8.344     -7.171     -8.344  20:46:51.42  -12:50:59.3
   352  25.860   0.192   0.048  99.999   0.000   0.000   3  409.85  613.60   18.789    2.874     35.296      2.874  20:46:54.25  -12:50:48.1
   352  25.896   0.202   0.000  99.999   0.000   0.000   3   53.85  576.32   22.376  -32.415     38.883    -32.415  20:46:54.49  -12:51:23.4
   352  25.947   0.190   0.184  99.999   0.000   0.000   3  496.11  127.10  -31.463    1.450    -14.956      1.450  20:46:50.90  -12:50:49.5
   352  25.860   0.195   0.075  99.999   0.000   0.000   3  387.59  625.66   20.450    0.951     36.957      0.951  20:46:54.36  -12:50:50.0
   352  25.842   0.188   0.022  99.999   0.000   0.000   3  339.32  592.92   18.195   -4.408     34.702     -4.408  20:46:54.21  -12:50:55.4
   224  99.999   0.000   0.000  24.666   0.197   0.049   3  787.33  604.38    9.982   39.218     26.489     39.218  20:46:53.67  -12:50:11.8
    96  25.982   0.195   0.001  24.881   0.207   0.001   3  522.25  192.34  -25.528    5.311     -9.020      5.311  20:46:51.30  -12:50:45.7
   352  25.977   0.194   0.131  99.999   0.000   0.000   3  559.18  220.81  -23.454    9.478     -6.947      9.478  20:46:51.44  -12:50:41.5
   352  25.958   0.191   0.001  99.999   0.000   0.000   3   84.33  385.34    2.779  -33.364     19.286    -33.364  20:46:53.19  -12:51:24.4
   352  25.804   0.189   0.041  99.999   0.000   0.000   3  313.84  299.34  -10.560  -12.829      5.947    -12.829  20:46:52.30  -12:51:03.8
   352  25.816   0.173   0.001  99.999   0.000   0.000   3  230.46  137.90  -24.886  -24.153     -8.378    -24.153  20:46:51.34  -12:51:15.2
   352  25.964   0.190   0.003  99.999   0.000   0.000   3  317.80  283.42  -12.232  -12.764      4.275    -12.764  20:46:52.18  -12:51:03.8
   352  25.967   0.187   0.084  99.999   0.000   0.000   3  395.37  148.71  -27.248   -7.915    -10.741     -7.915  20:46:51.18  -12:50:58.9
   352  25.808   0.170   0.001  99.999   0.000   0.000   3  662.13  298.55  -17.825   21.046     -1.318     21.046  20:46:51.81  -12:50:30.0
   352  25.859   0.189   0.034  99.999   0.000   0.000   3  183.63  550.09   17.138  -20.411     33.645    -20.411  20:46:54.14  -12:51:11.4
   352  25.856   0.202   0.000  99.999   0.000   0.000   3  271.27  778.87   37.987   -7.242     54.495     -7.242  20:46:55.53  -12:50:58.2
   352  25.853   0.177   0.138  99.999   0.000   0.000   3  539.11  254.78  -19.665    8.215     -3.158      8.215  20:46:51.69  -12:50:42.8
   352  25.853   0.182   0.000  99.999   0.000   0.000   3  231.86  442.75    5.453  -17.911     21.960    -17.911  20:46:53.36  -12:51:08.9
   352  25.900   0.183   0.028  99.999   0.000   0.000   3  602.04  265.08  -19.928   14.540     -3.421     14.540  20:46:51.67  -12:50:36.5
   352  25.954   0.201   0.005  99.999   0.000   0.000   3  440.28  453.83    2.237    2.614     18.744      2.614  20:46:53.15  -12:50:48.4
   352  25.976   0.202   0.009  99.999   0.000   0.000   3  329.49  332.63   -7.563  -10.634      8.944    -10.634  20:46:52.50  -12:51:01.6
   352  25.926   0.199   0.034  99.999   0.000   0.000   3  256.10  528.33   13.483  -13.817     29.991    -13.817  20:46:53.90  -12:51:04.8
   352  25.865   0.194   0.000  99.999   0.000   0.000   3  169.39  607.37   23.119  -20.620     39.626    -20.620  20:46:54.54  -12:51:11.6
   352  25.959   0.214   0.000  99.999   0.000   0.000   3  385.22  651.05   23.018    1.233     39.526      1.233  20:46:54.53  -12:50:49.8
   352  25.849   0.186   0.000  99.999   0.000   0.000   3  307.57  441.56    3.766  -10.568     20.273    -10.568  20:46:53.25  -12:51:01.6
   352  25.979   0.214   0.069  99.999   0.000   0.000   3  592.49  623.68   15.980   20.819     32.487     20.819  20:46:54.07  -12:50:30.2
   354  25.927   0.215   0.000  99.999   0.000   0.000   3   90.42  390.45    3.162  -32.673     19.669    -32.673  20:46:53.21  -12:51:23.7
   352  25.892   0.197   0.000  99.999   0.000   0.000   3  433.01  626.64   19.604    5.390     36.112      5.390  20:46:54.31  -12:50:45.6
    96  26.013   0.197   0.005  24.892   0.213   0.163   3  583.27  182.70  -27.731   11.045    -11.223     11.045  20:46:51.15  -12:50:40.0
   352  25.923   0.209   0.003  99.999   0.000   0.000   3  360.21  686.20   27.019   -0.489     43.526     -0.489  20:46:54.80  -12:50:51.5
   352  25.880   0.180   0.000  99.999   0.000   0.000   3  640.46  258.90  -21.326   18.141     -4.819     18.141  20:46:51.58  -12:50:32.9
   352  25.835   0.173   0.000  99.999   0.000   0.000   3  716.71  294.27  -19.360   26.236     -2.853     26.236  20:46:51.71  -12:50:24.8
   352  25.866   0.203   0.135  99.999   0.000   0.000   3  270.53  699.27   30.157   -8.934     46.664     -8.934  20:46:55.01  -12:50:59.9
   352  25.945   0.190   0.138  99.999   0.000   0.000   3  403.31  242.56  -18.081   -5.256     -1.574     -5.256  20:46:51.79  -12:50:56.3
   354  25.911   0.190   0.004  99.999   0.000   0.000   3  301.88  481.52    7.872  -10.312     24.379    -10.312  20:46:53.52  -12:51:01.3
   352  25.948   0.195   0.008  99.999   0.000   0.000   3  381.30  385.01   -3.410   -4.527     13.097     -4.527  20:46:52.77  -12:50:55.5
   352  25.849   0.182   0.001  99.999   0.000   0.000   3  379.64  465.82    4.694   -3.054     21.202     -3.054  20:46:53.31  -12:50:54.1
   352  25.996   0.205   0.002  99.999   0.000   0.000   3  736.46  442.14   -5.064   31.123     11.444     31.123  20:46:52.66  -12:50:19.9
   352  25.822   0.177   0.000  99.999   0.000   0.000   3  361.85  219.58  -19.507   -9.756     -3.000     -9.756  20:46:51.70  -12:51:00.8
   352  25.850   0.173   0.012  99.999   0.000   0.000   3  494.56  215.89  -22.619    3.093     -6.111      3.093  20:46:51.49  -12:50:47.9
   224  99.999   0.000   0.000  24.651   0.166   0.000   3  200.48  201.56  -17.936  -25.799     -1.429    -25.799  20:46:51.80  -12:51:16.8
   352  25.867   0.215   0.002  99.999   0.000   0.000   3  253.32  334.02   -5.840  -18.020     10.667    -18.020  20:46:52.61  -12:51:09.0
   352  25.896   0.204   0.001  99.999   0.000   0.000   3  271.47  714.58   31.649   -8.531     48.156     -8.531  20:46:55.11  -12:50:59.5
   352  25.867   0.203   0.045  99.999   0.000   0.000   3  131.78  698.91   32.932  -22.376     49.439    -22.376  20:46:55.20  -12:51:13.4
   352  25.881   0.194   0.000  99.999   0.000   0.000   3  452.79  629.59   19.486    7.373     35.993      7.373  20:46:54.30  -12:50:43.6
   352  25.996   0.205   0.261  99.999   0.000   0.000   3  559.54  340.54  -11.542   11.939      4.966     11.939  20:46:52.23  -12:50:39.1
   352  26.056   0.192  -0.003  99.999   0.000   0.000   3  194.94   65.66  -31.289  -29.006    -14.782    -29.006  20:46:50.91  -12:51:20.0
   352  25.901   0.204   0.115  99.999   0.000   0.000   3  282.66  603.43   20.409   -9.707     36.916     -9.707  20:46:54.36  -12:51:00.7
   352  25.849   0.194   0.021  99.999   0.000   0.000   3  427.25  632.14   20.271    4.940     36.778      4.940  20:46:54.35  -12:50:46.1
   354  26.058   0.209   0.133  99.999   0.000   0.000   3  633.14  166.20  -30.377   15.545    -13.870     15.545  20:46:50.97  -12:50:35.5
   352  25.885   0.190   0.000  99.999   0.000   0.000   3  436.86  590.58   15.938    5.039     32.446      5.039  20:46:54.06  -12:50:46.0
   352  25.859   0.191   0.177  99.999   0.000   0.000   3  231.77  482.01    9.370  -17.123     25.877    -17.123  20:46:53.62  -12:51:08.1
   352  25.890   0.194   0.061  99.999   0.000   0.000   3  517.71  550.85   10.300   12.107     26.807     12.107  20:46:53.69  -12:50:38.9
   352  25.870   0.179   0.007  99.999   0.000   0.000   3  773.97  283.59  -21.575   31.536     -5.068     31.536  20:46:51.56  -12:50:19.5
   352  25.877   0.180   0.000  99.999   0.000   0.000   3  302.73  321.08   -8.160  -13.473      8.347    -13.473  20:46:52.46  -12:51:04.5
   352  25.875   0.196   0.000  99.999   0.000   0.000   3  621.29  678.06   20.763   24.679     37.270     24.679  20:46:54.38  -12:50:26.3
   224  99.999   0.000   0.000  24.719   0.207   0.001   3  790.16  674.13   16.816   40.840     33.324     40.840  20:46:54.12  -12:50:10.2
   352  25.886   0.201   0.000  99.999   0.000   0.000   3  159.97  656.29   28.154  -20.528     44.662    -20.528  20:46:54.88  -12:51:11.5
   354  25.891   0.203   0.000  99.999   0.000   0.000   3  691.93  344.65  -13.849   24.863      2.659     24.863  20:46:52.08  -12:50:26.1
   352  26.060   0.212   0.044  99.999   0.000   0.000   3  532.99  338.13  -11.234    9.307      5.273      9.307  20:46:52.25  -12:50:41.7
   352  25.877   0.192   0.000  99.999   0.000   0.000   3  527.62  507.18    5.742   12.194     22.249     12.194  20:46:53.38  -12:50:38.8
   224  99.999   0.000   0.000  24.691   0.210   0.015   3   99.23  725.03   36.154  -24.975     52.661    -24.975  20:46:55.41  -12:51:16.0
   352  26.073   0.210   0.003  99.999   0.000   0.000   3  471.74  287.37  -15.031    2.315      1.476      2.315  20:46:52.00  -12:50:48.7
    96  26.041   0.204   0.000  24.890   0.210   0.000   3  310.25  274.11  -13.004  -13.686      3.503    -13.686  20:46:52.13  -12:51:04.7
   352  25.912   0.208   0.309  99.999   0.000   0.000   3  402.78  507.03    8.324    0.034     24.831      0.034  20:46:53.55  -12:50:51.0
   352  25.905   0.193   0.014  99.999   0.000   0.000   3  636.82  490.00    1.760   22.452     18.268     22.452  20:46:53.12  -12:50:28.5
   352  25.867   0.181   0.013  99.999   0.000   0.000   3  327.65  452.54    4.447   -8.389     20.954     -8.389  20:46:53.30  -12:50:59.4
   352  25.946   0.195   0.000  99.999   0.000   0.000   3  753.18  424.40   -7.170   32.378      9.337     32.378  20:46:52.52  -12:50:18.6
   352  25.907   0.204   0.057  99.999   0.000   0.000   3  569.08  675.94   21.652   19.586     38.160     19.586  20:46:54.44  -12:50:31.4
   352  25.873   0.181   0.006  99.999   0.000   0.000   3  789.49  328.79  -17.403   33.944     -0.896     33.944  20:46:51.84  -12:50:17.1
   352  25.870   0.181   0.000  99.999   0.000   0.000   3  222.15  399.28    1.319  -19.734     17.827    -19.734  20:46:53.09  -12:51:10.7
   352  25.859   0.169   0.005  99.999   0.000   0.000   3  361.74  165.25  -24.908  -10.856     -8.401    -10.856  20:46:51.34  -12:51:01.9
   354  25.876   0.197   0.012  99.999   0.000   0.000   3  428.95  681.16   25.095    6.090     41.602      6.090  20:46:54.67  -12:50:44.9
   352  25.856   0.170   0.006  99.999   0.000   0.000   3  549.48  126.49  -32.612    6.623    -16.104      6.623  20:46:50.83  -12:50:44.4
   352  25.910   0.186   0.001  99.999   0.000   0.000   3  387.23  281.10  -13.906   -6.047      2.601     -6.047  20:46:52.07  -12:50:57.0
   352  25.837   0.174   0.000  99.999   0.000   0.000   3  666.81  210.77  -26.638   19.714    -10.131     19.714  20:46:51.22  -12:50:31.3
   352  25.934   0.181  -0.001  99.999   0.000   0.000   3   68.02  195.85  -15.724  -38.703      0.783    -38.703  20:46:51.95  -12:51:29.7
   224  99.999   0.000   0.000  24.835   0.206  -0.006   3  285.99  373.80   -2.550  -14.040     13.957    -14.040  20:46:52.83  -12:51:05.0
   352  25.958   0.194   0.010  99.999   0.000   0.000   3  329.81  329.12   -7.920  -10.673      8.587    -10.673  20:46:52.47  -12:51:01.7
    18  25.492   0.017   0.125  25.628   0.045   0.250   3   61.87  421.05    6.794  -34.809     23.301    -34.809  20:46:53.45  -12:51:25.8
   352  25.879   0.167   0.000  99.999   0.000   0.000   3  197.12  100.37  -27.903  -28.118    -11.396    -28.118  20:46:51.14  -12:51:19.1
   352  25.906   0.183   0.000  99.999   0.000   0.000   3  664.19  336.50  -14.092   22.014      2.415     22.014  20:46:52.06  -12:50:29.0
   352  25.905   0.183   0.072  99.999   0.000   0.000   3  616.05  216.46  -25.045   14.912     -8.538     14.912  20:46:51.33  -12:50:36.1
   352  25.894   0.206   0.032  99.999   0.000   0.000   3  133.94  706.81   33.668  -22.004     50.175    -22.004  20:46:55.24  -12:51:13.0
   354  26.022   0.208   0.000  99.999   0.000   0.000   3   80.52  126.23  -22.884  -38.858     -6.377    -38.858  20:46:51.47  -12:51:29.9
   352  25.858   0.176   0.008  99.999   0.000   0.000   3  143.07  340.43   -2.912  -28.591     13.595    -28.591  20:46:52.81  -12:51:19.6
   352  25.873   0.170   0.053  99.999   0.000   0.000   3  378.34  146.54  -27.111   -9.615    -10.604     -9.615  20:46:51.19  -12:51:00.6
   224  99.999   0.000   0.000  24.443   0.184   0.000   3   57.56  507.39   15.464  -33.470     31.971    -33.470  20:46:54.03  -12:51:24.5
   352  25.874   0.178   0.000  99.999   0.000   0.000   3  744.82  285.09  -20.840   28.760     -4.333     28.760  20:46:51.61  -12:50:22.2
   224  99.999   0.000   0.000  24.811   0.191   0.012   3  127.81  233.17  -13.270  -32.205      3.237    -32.205  20:46:52.12  -12:51:23.2
   224  99.999   0.000   0.000  24.661   0.203   0.119   3  532.92  737.66   28.512   17.303     45.020     17.303  20:46:54.90  -12:50:33.7
   352  25.931   0.209   0.053  99.999   0.000   0.000   3  384.90  628.84   20.822    0.754     37.329      0.754  20:46:54.39  -12:50:50.2
   352  25.916   0.190   0.002  99.999   0.000   0.000   3  752.49  461.29   -3.489   33.050     13.019     33.050  20:46:52.77  -12:50:18.0
   352  25.880   0.177   0.047  99.999   0.000   0.000   3  561.96  205.65  -25.018    9.441     -8.511      9.441  20:46:51.33  -12:50:41.6
   352  25.849   0.178   0.000  99.999   0.000   0.000   3  499.99  324.77  -11.883    5.824      4.624      5.824  20:46:52.21  -12:50:45.2
   352  25.863   0.173   0.000  99.999   0.000   0.000   3  507.82  135.42  -30.881    2.756    -14.373      2.756  20:46:50.94  -12:50:48.2
   352  26.074   0.213   0.000  99.999   0.000   0.000   3  303.48  347.91   -5.499  -12.859     11.008    -12.859  20:46:52.63  -12:51:03.9
   352  26.053   0.202   0.030  99.999   0.000   0.000   3  414.34  159.95  -26.524   -5.843    -10.017     -5.843  20:46:51.23  -12:50:56.8
   352  26.023   0.195   0.000  99.999   0.000   0.000   3  478.91  150.54  -28.788    0.250    -12.281      0.250  20:46:51.08  -12:50:50.7
   352  25.941   0.217   0.017  99.999   0.000   0.000   3  348.11  717.29   30.344   -1.037     46.851     -1.037  20:46:55.02  -12:50:52.0
   352  25.884   0.191   0.000  99.999   0.000   0.000   3  409.63  558.72   13.334    1.746     29.841      1.746  20:46:53.89  -12:50:49.3
   352  26.054   0.217   0.000  99.999   0.000   0.000   3  131.01  437.19    6.981  -27.806     23.488    -27.806  20:46:53.47  -12:51:18.8
   224  99.999   0.000   0.000  24.719   0.211   0.076   3  497.49  678.98   23.450   12.703     39.957     12.703  20:46:54.56  -12:50:38.3
   352  25.902   0.206   0.000  99.999   0.000   0.000   3  222.12  675.14   28.759  -14.122     45.267    -14.122  20:46:54.92  -12:51:05.1
   354  25.857   0.165  -0.001  99.999   0.000   0.000   3  335.09   52.32  -35.539  -15.693    -19.032    -15.693  20:46:50.63  -12:51:06.7
   352  25.915   0.196   0.011  99.999   0.000   0.000   3  212.55  593.00   20.811  -16.730     37.318    -16.730  20:46:54.39  -12:51:07.7
   354  25.947   0.205   0.000  99.999   0.000   0.000   3  455.46  156.60  -27.705   -1.909    -11.198     -1.909  20:46:51.15  -12:50:52.9
   352  25.859   0.172   0.079  99.999   0.000   0.000   3  423.71  148.28  -27.876   -5.166    -11.369     -5.166  20:46:51.14  -12:50:56.2
   352  25.889   0.176   0.007  99.999   0.000   0.000   3  464.18  123.12  -31.203   -1.735    -14.696     -1.735  20:46:50.92  -12:50:52.7
   352  25.904   0.178   0.005  99.999   0.000   0.000   3  684.07  143.54  -33.639   20.010    -17.132     20.010  20:46:50.76  -12:50:31.0
   352  25.906   0.195   0.025  99.999   0.000   0.000   3  442.11  474.97    4.307    3.219     20.815      3.219  20:46:53.29  -12:50:47.8
   352  25.915   0.189   0.099  99.999   0.000   0.000   3  661.13  205.13  -27.083   19.049    -10.576     19.049  20:46:51.19  -12:50:32.0
   354  26.014   0.211   0.005  99.999   0.000   0.000   3  198.75  461.19    7.977  -20.753     24.484    -20.753  20:46:53.53  -12:51:11.8
   352  25.901   0.184   0.006  99.999   0.000   0.000   3  369.76  263.73  -15.274   -8.098      1.233     -8.098  20:46:51.98  -12:50:59.1
   352  26.077   0.213   0.000  99.999   0.000   0.000   3  578.05  356.49  -10.331   14.061      6.176     14.061  20:46:52.31  -12:50:36.9
   352  25.911   0.188   0.000  99.999   0.000   0.000   3  368.45  418.01    0.152   -5.112     16.659     -5.112  20:46:53.01  -12:50:56.1
   224  99.999   0.000   0.000  24.705   0.180   0.003   3  583.38  114.56  -34.479    9.671    -17.972      9.671  20:46:50.70  -12:50:41.3
   352  25.956   0.212   0.185  99.999   0.000   0.000   3  404.26  529.03   10.486    0.623     26.993      0.623  20:46:53.70  -12:50:50.4
   352  25.905   0.198   0.000  99.999   0.000   0.000   3  679.07  586.80   10.504   28.463     27.011     28.463  20:46:53.70  -12:50:22.5
   352  25.916   0.188   0.060  99.999   0.000   0.000   3  541.15  361.39   -9.081   10.571      7.426     10.571  20:46:52.39  -12:50:40.4
   352  25.989   0.193   0.000  99.999   0.000   0.000   3  163.37  352.43   -2.137  -26.383     14.370    -26.383  20:46:52.86  -12:51:17.4
   352  25.913   0.183   0.018  99.999   0.000   0.000   3  397.60  288.62  -13.371   -4.884      3.136     -4.884  20:46:52.11  -12:50:55.9
   352  25.934   0.178   0.009  99.999   0.000   0.000   3  103.63  169.24  -19.114  -35.797     -2.607    -35.797  20:46:51.73  -12:51:26.8
   352  25.928   0.185   0.006  99.999   0.000   0.000   3  617.06  208.30  -25.877   14.844     -9.369     14.844  20:46:51.27  -12:50:36.2
   352  25.903   0.180   0.088  99.999   0.000   0.000   3  571.73  125.19  -33.192    8.757    -16.685      8.757  20:46:50.79  -12:50:42.2
   224  99.999   0.000   0.000  24.710   0.204   0.015   3  779.61  600.62    9.771   38.405     26.279     38.405  20:46:53.65  -12:50:12.6
   352  25.891   0.190   0.217  99.999   0.000   0.000   3  533.91  194.80  -25.522    6.494     -9.015      6.494  20:46:51.30  -12:50:44.5
   352  25.968   0.217   0.000  99.999   0.000   0.000   3   89.92  694.33   33.317  -26.507     49.824    -26.507  20:46:55.22  -12:51:17.5
   352  25.954   0.206   0.144  99.999   0.000   0.000   3  447.78  490.91    5.781    4.094     22.288      4.094  20:46:53.39  -12:50:46.9
   352  25.909   0.180   0.003  99.999   0.000   0.000   3  389.08  188.55  -23.160   -7.728     -6.653     -7.728  20:46:51.46  -12:50:58.7
   352  26.071   0.213   0.069  99.999   0.000   0.000   3  603.96  264.10  -20.065   14.707     -3.558     14.707  20:46:51.66  -12:50:36.3
   352  25.998   0.215   0.000  99.999   0.000   0.000   3  330.13  566.44   15.751   -5.839     32.258     -5.839  20:46:54.05  -12:50:56.8
   352  25.949   0.198   0.018  99.999   0.000   0.000   3  481.57  462.31    2.226    6.808     18.733      6.808  20:46:53.15  -12:50:44.2
   352  25.942   0.196   0.000  99.999   0.000   0.000   3  515.78  451.05    0.391    9.912     16.898      9.912  20:46:53.03  -12:50:41.1
   352  25.958   0.213   0.000  99.999   0.000   0.000   3  646.31  638.23   16.295   26.314     32.802     26.314  20:46:54.09  -12:50:24.7
   352  25.894   0.177   0.157  99.999   0.000   0.000   3  336.34  129.74  -27.903  -14.035    -11.396    -14.035  20:46:51.14  -12:51:05.0
   352  25.897   0.182   0.002  99.999   0.000   0.000   3  249.02  325.97   -6.554  -18.601      9.953    -18.601  20:46:52.56  -12:51:09.6
   224  99.999   0.000   0.000  24.747   0.213   0.004   3  152.37  689.17   31.556  -20.587     48.063    -20.587  20:46:55.10  -12:51:11.6
   354  25.939   0.201   0.016  99.999   0.000   0.000   3  522.03  504.00    5.543   11.587     22.051     11.587  20:46:53.37  -12:50:39.4
   224  99.999   0.000   0.000  24.771   0.195   0.000   3   81.39  343.71   -1.307  -34.485     15.201    -34.485  20:46:52.91  -12:51:25.5
   352  25.945   0.207   0.000  99.999   0.000   0.000   3  338.33  636.47   22.544   -3.622     39.051     -3.622  20:46:54.50  -12:50:54.6
   352  25.909   0.191   0.105  99.999   0.000   0.000   3  245.08  377.10   -1.371  -17.953     15.136    -17.953  20:46:52.91  -12:51:09.0
   352  25.877   0.171   0.001  99.999   0.000   0.000   3  465.66   79.60  -35.540   -2.467    -19.033     -2.467  20:46:50.63  -12:50:53.5
   352  25.973   0.203   0.000  99.999   0.000   0.000   3  155.76  428.00    5.555  -25.596     22.062    -25.596  20:46:53.37  -12:51:16.6
   352  25.916   0.188   0.000  99.999   0.000   0.000   3  587.22  339.87  -12.178   14.616      4.329     14.616  20:46:52.19  -12:50:36.4
   352  25.960   0.184   0.000  99.999   0.000   0.000   3  207.75  239.58  -14.307  -24.339      2.200    -24.339  20:46:52.05  -12:51:15.3
