#FIELD: aquarius_u67203   PHOTOMETRY VERSION: phot-2.03
#REFERENCE POSITION (for DRA, DDEC):   311.720833  -12.847500 (J2000)
#ADOPTED GALAXY CENTER (for DRACEN, DDECCEN):   311.716248  -12.847500 (J2000)
#FLAG  f606w  E(f606w)  CROWD1  f814w  E(f814w)  CROWD2  CHIP  X  Y  DRA  DDEC  DRACEN  DDECCEN  RA(J2000)  DEC  
   355  22.996   0.139   0.015  99.999   0.000   0.000   2  587.94  773.60  -99.036   16.196    -82.528     16.196  20:46:46.40  -12:50:34.8
   355  23.492   0.147   0.000  99.999   0.000   0.000   2  419.20  180.12  -69.720  -37.823    -53.213    -37.823  20:46:48.35  -12:51:28.8
   227  99.999   0.000   0.000  21.885   0.132   0.053   2   88.30  415.65  -41.770   -8.081    -25.263     -8.081  20:46:50.22  -12:50:59.1
     0  23.700   0.039   0.000  23.088   0.059   0.000   2  108.50  696.87  -49.830   18.699    -33.323     18.699  20:46:49.68  -12:50:32.3
   355  23.748   0.118   0.002  99.999   0.000   0.000   2  503.26  739.69  -89.950   14.719    -73.443     14.719  20:46:47.00  -12:50:36.3
   227  99.999   0.000   0.000  22.391   0.111   0.000   2  713.37  172.87  -98.801  -44.499    -82.294    -44.499  20:46:46.41  -12:51:35.5
   355  23.618   0.148   0.001  99.999   0.000   0.000   2  533.53  152.51  -80.526  -42.839    -64.019    -42.839  20:46:47.63  -12:51:33.8
   323  23.292   0.083   0.000  99.999   0.000   0.000   2  342.39  749.93  -74.181   19.043    -57.674     19.043  20:46:48.05  -12:50:32.0
   227  99.999   0.000   0.000  22.380   0.113   0.000   2  570.94   78.98  -82.672  -50.687    -66.165    -50.687  20:46:47.49  -12:51:41.7
   163  99.999   0.000   0.000  22.661   0.082   0.034   2  131.44  323.64  -44.092  -17.906    -27.585    -17.906  20:46:50.06  -12:51:08.9
   323  23.834   0.082   0.006  99.999   0.000   0.000   2  408.09  522.31  -75.894   -4.329    -59.386     -4.329  20:46:47.94  -12:50:55.3
   161  99.999   0.000   0.000  22.660   0.073   0.000   2  348.87  375.09  -66.845  -17.420    -50.338    -17.420  20:46:48.54  -12:51:08.4
   323  23.729   0.075   0.000  99.999   0.000   0.000   2  521.40  463.96  -85.957  -12.353    -69.450    -12.353  20:46:47.27  -12:51:03.4
   321  23.621   0.081   0.032  99.999   0.000   0.000   2  445.11  537.71  -79.914   -3.602    -63.407     -3.602  20:46:47.67  -12:50:54.6
   323  23.822   0.073  -0.004  99.999   0.000   0.000   2  788.35  376.18 -110.542  -26.363    -94.034    -26.363  20:46:45.63  -12:51:17.4
   321  23.678   0.069   0.018  99.999   0.000   0.000   2  597.15  238.01  -88.683  -35.863    -72.176    -35.863  20:46:47.09  -12:51:26.9
   323  23.757   0.087   0.000  99.999   0.000   0.000   2  581.34  157.86  -85.396  -43.293    -68.888    -43.293  20:46:47.31  -12:51:34.3
   227  99.999   0.000   0.000  22.121   0.149   0.054   2  366.47  156.66  -63.965  -39.003    -47.458    -39.003  20:46:48.74  -12:51:30.0
   227  99.999   0.000   0.000  21.978   0.129   0.000   2  612.10  327.42  -92.081  -27.494    -75.573    -27.494  20:46:46.86  -12:51:18.5
   323  23.949   0.098   0.000  99.999   0.000   0.000   2  725.77  285.06 -102.436  -33.914    -85.929    -33.914  20:46:46.17  -12:51:24.9
   323  23.586   0.100   0.010  99.999   0.000   0.000   2  792.95   55.90 -104.096  -57.280    -87.589    -57.280  20:46:46.06  -12:51:48.3
   323  23.904   0.075   0.019  99.999   0.000   0.000   2   98.92  377.19  -42.003  -12.033    -25.496    -12.033  20:46:50.20  -12:51:03.0
   163  99.999   0.000   0.000  22.675   0.085   0.000   2  197.19  575.94  -56.015    5.230    -39.508      5.230  20:46:49.27  -12:50:45.8
   227  99.999   0.000   0.000  21.658   0.135   0.040   2  222.76  193.38  -50.423  -32.453    -33.916    -32.453  20:46:49.64  -12:51:23.5
   355  23.900   0.114   0.000  99.999   0.000   0.000   2  276.11  601.55  -64.421    6.091    -47.913      6.091  20:46:48.71  -12:50:44.9
   161  99.999   0.000   0.000  22.402   0.096   0.002   2  132.64  371.14  -45.218  -13.318    -28.711    -13.318  20:46:49.99  -12:51:04.3
   355  23.922   0.122   0.000  99.999   0.000   0.000   2  753.65  703.07 -113.913    5.923    -97.405      5.923  20:46:45.41  -12:50:45.1
   163  99.999   0.000   0.000  22.636   0.108   0.001   2  203.77  329.31  -51.401  -18.858    -34.893    -18.858  20:46:49.57  -12:51:09.9
   227  99.999   0.000   0.000  22.026   0.143   0.038   2  271.56  725.77  -66.626   18.176    -50.119     18.176  20:46:48.56  -12:50:32.8
   161  99.999   0.000   0.000  22.653   0.103   0.000   2  374.71  472.10  -71.493   -8.515    -54.986     -8.515  20:46:48.23  -12:50:59.5
    51  27.162   0.138   0.000  24.798   0.036   0.000   2  288.84  116.81  -55.394  -41.244    -38.887    -41.244  20:46:49.31  -12:51:32.2
   353  23.443   0.142   0.004  99.999   0.000   0.000   2  642.56  559.28 -100.005   -5.622    -83.498     -5.622  20:46:46.33  -12:50:56.6
   227  99.999   0.000   0.000  21.777   0.136   0.001   2  539.42  755.00  -93.852   15.430    -77.345     15.430  20:46:46.74  -12:50:35.6
   355  23.940   0.116   0.000  99.999   0.000   0.000   2  744.57  611.96 -111.163   -2.660    -94.655     -2.660  20:46:45.59  -12:50:53.7
   227  99.999   0.000   0.000  22.492   0.111   0.052   2  380.69  363.98  -69.786  -19.161    -53.279    -19.161  20:46:48.35  -12:51:10.2
   355  23.687   0.190   0.307  99.999   0.000   0.000   2  282.47  490.18  -62.672   -4.847    -46.165     -4.847  20:46:48.82  -12:50:55.8
   163  99.999   0.000   0.000  21.916   0.086   0.000   2  311.64  507.15  -65.945   -3.802    -49.438     -3.802  20:46:48.60  -12:50:54.8
   323  23.896   0.078  -0.002  99.999   0.000   0.000   2  401.95  720.58  -79.484   14.990    -62.976     14.990  20:46:47.70  -12:50:36.0
   227  99.999   0.000   0.000  22.695   0.165   0.000   2  627.46  571.32  -98.761   -4.140    -82.254     -4.140  20:46:46.42  -12:50:55.1
   321  23.570   0.108   0.000  99.999   0.000   0.000   2  544.06   84.52  -80.120  -49.611    -63.613    -49.611  20:46:47.66  -12:51:40.6
   323  23.724   0.100   0.012  99.999   0.000   0.000   2  477.82   94.39  -73.741  -47.312    -57.234    -47.312  20:46:48.08  -12:51:38.3
   323  23.857   0.086   0.000  99.999   0.000   0.000   2  693.33  707.08 -108.071    7.583    -91.564      7.583  20:46:45.80  -12:50:43.4
   355  23.541   0.174   0.092  99.999   0.000   0.000   2  355.52  445.95  -69.019  -10.662    -52.512    -10.662  20:46:48.40  -12:51:01.7
   323  23.729   0.100   0.001  99.999   0.000   0.000   2  773.59  307.97 -107.639  -32.662    -91.132    -32.662  20:46:45.82  -12:51:23.7
   227  99.999   0.000   0.000  22.671   0.114   0.000   2  525.91   60.02  -77.793  -51.600    -61.286    -51.600  20:46:47.81  -12:51:42.6
   321  23.458   0.097   0.005  99.999   0.000   0.000   2   81.22  478.43  -42.412   -1.847    -25.905     -1.847  20:46:50.17  -12:50:52.8
   320  23.866   0.064   0.000  99.999   0.000   0.000   2  109.82  234.95  -40.084  -26.064    -23.577    -26.064  20:46:50.33  -12:51:17.1
     0  23.813   0.038   0.000  22.943   0.048   0.000   2  188.28  222.90  -47.615  -28.870    -31.108    -28.870  20:46:49.83  -12:51:19.9
   227  99.999   0.000   0.000  22.329   0.187   0.000   2  515.38  406.84  -84.143  -17.785    -67.636    -17.785  20:46:47.39  -12:51:08.8
   227  99.999   0.000   0.000  22.256   0.118   0.000   2  441.67  631.53  -81.558    5.568    -65.051      5.568  20:46:47.56  -12:50:45.4
   323  23.734   0.068   0.000  99.999   0.000   0.000   2  544.81  248.17  -83.693  -33.808    -67.186    -33.808  20:46:47.42  -12:51:24.8
   161  99.999   0.000   0.000  22.028   0.105   0.053   2  373.43  453.28  -70.964  -10.320    -54.457    -10.320  20:46:48.27  -12:51:01.3
   355  23.839   0.115   0.007  99.999   0.000   0.000   2  246.42  661.93  -62.759   12.539    -46.252     12.539  20:46:48.82  -12:50:38.5
   320  23.954   0.045   0.000  99.999   0.000   0.000   2  384.97  268.92  -68.190  -28.499    -51.683    -28.499  20:46:48.45  -12:51:19.5
   227  99.999   0.000   0.000  21.751   0.162   0.047   2  647.03  384.18  -96.757  -22.701    -80.250    -22.701  20:46:46.55  -12:51:13.7
   321  23.928   0.065   0.002  99.999   0.000   0.000   2  477.97  338.75  -78.962  -23.634    -62.454    -23.634  20:46:47.74  -12:51:14.6
   321  23.656   0.071   0.001  99.999   0.000   0.000   2  158.72  539.18  -51.402    2.458    -34.894      2.458  20:46:49.57  -12:50:48.5
   323  23.248   0.106   0.000  99.999   0.000   0.000   2  529.23  121.38  -79.433  -45.756    -62.926    -45.756  20:46:47.70  -12:51:36.8
   163  99.999   0.000   0.000  21.492   0.084   0.000   2  626.95  428.33  -95.701  -18.001    -79.194    -18.001  20:46:46.62  -12:51:09.0
   321  23.366   0.084   0.000  99.999   0.000   0.000   2  679.33  217.95  -96.406  -39.465    -79.899    -39.465  20:46:46.57  -12:51:30.5
   321  23.698   0.086   0.000  99.999   0.000   0.000   2   63.31  606.23  -43.397   10.879    -26.890     10.879  20:46:50.11  -12:50:40.1
     0  23.806   0.039   0.000  23.017   0.053   0.020   2  595.37  581.13  -95.784   -2.522    -79.276     -2.522  20:46:46.61  -12:50:53.5
    19  25.160   0.017   0.000  22.677   0.005   0.002   2  298.93  151.87  -57.134  -38.064    -40.626    -38.064  20:46:49.19  -12:51:29.1
    64  23.973   0.042   0.000  23.155   0.186   0.000   2  322.47  305.11  -62.720  -23.681    -46.213    -23.681  20:46:48.82  -12:51:14.7
   355  23.598   0.152   0.001  99.999   0.000   0.000   2  264.14  794.48  -67.358   24.917    -50.851     24.917  20:46:48.51  -12:50:26.1
   163  99.999   0.000   0.000  22.291   0.090   0.000   2  604.96  524.86  -95.555   -8.177    -79.048     -8.177  20:46:46.63  -12:50:59.2
   163  99.999   0.000   0.000  22.567   0.094   0.000   2  451.13   72.01  -70.609  -48.924    -54.102    -48.924  20:46:48.29  -12:51:39.9
   320  23.981   0.054   0.000  99.999   0.000   0.000   2  109.82  556.85  -46.931    5.166    -30.423      5.166  20:46:49.87  -12:50:45.8
     0  23.796   0.038   0.000  23.042   0.051   0.000   2   96.96  184.32  -37.758  -30.696    -21.251    -30.696  20:46:50.48  -12:51:21.7
   321  23.347   0.100   0.051  99.999   0.000   0.000   2  309.82  782.48  -71.636   22.834    -55.129     22.834  20:46:48.22  -12:50:28.2
   321  23.947   0.098   0.004  99.999   0.000   0.000   2  496.36  751.43  -89.509   15.990    -73.002     15.990  20:46:47.03  -12:50:35.0
   323  23.562   0.093   0.001  99.999   0.000   0.000   2  650.67  791.03 -105.577   16.538    -89.069     16.538  20:46:45.96  -12:50:34.5
   321  23.385   0.108   0.002  99.999   0.000   0.000   2   87.57  491.01  -43.310   -0.756    -26.803     -0.756  20:46:50.11  -12:50:51.8
   163  99.999   0.000   0.000  22.709   0.096   0.007   2  235.55  428.17  -56.670   -9.904    -40.162     -9.904  20:46:49.22  -12:51:00.9
     0  23.764   0.037   0.000  23.106   0.053   0.000   2  143.50  215.65  -43.018  -28.637    -26.511    -28.637  20:46:50.13  -12:51:19.6
   323  23.892   0.102   0.000  99.999   0.000   0.000   2  735.49  302.03 -103.759  -32.467    -87.251    -32.467  20:46:46.08  -12:51:23.5
     0  23.824   0.039   0.000  22.980   0.050   0.000   2   58.87  348.89  -37.441  -13.952    -20.934    -13.952  20:46:50.50  -12:51:05.0
     0  23.794   0.040   0.000  23.084   0.057   0.000   2  418.34  766.72  -82.083   19.086    -65.576     19.086  20:46:47.53  -12:50:31.9
   323  23.997   0.095   0.003  99.999   0.000   0.000   2  788.25  569.63 -114.578   -7.657    -98.071     -7.657  20:46:45.36  -12:50:58.7
   323  23.295   0.090   0.000  99.999   0.000   0.000   2  696.78   99.93  -95.588  -51.186    -79.081    -51.186  20:46:46.63  -12:51:42.2
   323  23.871   0.080   0.002  99.999   0.000   0.000   2  243.27  398.97  -56.817  -12.903    -40.309    -12.903  20:46:49.21  -12:51:03.9
    19  23.721   0.006   0.062  24.196   0.019   0.164   2  265.87  101.93  -52.798  -42.203    -36.291    -42.203  20:46:49.48  -12:51:33.2
   321  23.057   0.073   0.000  99.999   0.000   0.000   2  502.90  561.93  -86.187   -2.453    -69.680     -2.453  20:46:47.25  -12:50:53.5
   163  99.999   0.000   0.000  22.718   0.090   0.000   2  696.88  572.79 -105.657   -5.447    -89.150     -5.447  20:46:45.96  -12:50:56.4
   227  99.999   0.000   0.000  22.088   0.111   0.019   2  593.01  265.77  -88.866  -33.085    -72.359    -33.085  20:46:47.08  -12:51:24.1
   320  24.019   0.067   0.000  99.999   0.000   0.000   2  562.90  282.64  -86.231  -30.834    -69.724    -30.834  20:46:47.25  -12:51:21.8
   323  23.628   0.084   0.000  99.999   0.000   0.000   2  745.08  326.33 -105.223  -30.309    -88.716    -30.309  20:46:45.99  -12:51:21.3
   227  99.999   0.000   0.000  21.763   0.127   0.060   2  629.26  337.61  -94.002  -26.859    -77.495    -26.859  20:46:46.73  -12:51:17.9
   321  23.642   0.080   0.000  99.999   0.000   0.000   2  399.85  106.85  -66.240  -44.509    -49.733    -44.509  20:46:48.58  -12:51:35.5
   322  24.032   0.100   0.009  99.999   0.000   0.000   2  102.91  661.26  -48.505   15.386    -31.998     15.386  20:46:49.77  -12:50:35.6
   227  99.999   0.000   0.000  22.677   0.145   0.023   2  719.31  400.17 -104.250  -22.632    -87.742    -22.632  20:46:46.05  -12:51:13.6
   323  23.941   0.073   0.009  99.999   0.000   0.000   2  424.07  395.11  -74.782  -17.031    -58.275    -17.031  20:46:48.01  -12:51:08.0
   225  99.999   0.000   0.000  22.229   0.115   0.001   2  295.13  156.94  -56.862  -37.494    -40.355    -37.494  20:46:49.21  -12:51:28.5
     0  23.820   0.040   0.001  23.044   0.054   0.002   2  368.32  640.18  -74.433    7.928    -57.926      7.928  20:46:48.04  -12:50:43.1
   161  99.999   0.000   0.000  22.355   0.109   0.028   2  564.99  566.93  -92.469   -3.262    -75.962     -3.262  20:46:46.84  -12:50:54.3
     0  23.683   0.036   0.000  23.632   0.078   0.000   2   74.87  316.11  -38.330  -17.463    -21.823    -17.463  20:46:50.44  -12:51:08.5
     0  23.768   0.041   0.000  23.136   0.058   0.000   2  377.90  711.91  -76.908   14.653    -60.401     14.653  20:46:47.87  -12:50:36.3
     0  23.701   0.037   0.003  23.897   0.100   0.010   2  294.45  564.73  -65.461    2.145    -48.954      2.145  20:46:48.64  -12:50:48.9
   321  23.193   0.107   0.004  99.999   0.000   0.000   2  648.57  551.69 -100.441   -6.484    -83.934     -6.484  20:46:46.30  -12:50:57.5
   227  99.999   0.000   0.000  22.288   0.156   0.001   2  634.56  341.27  -94.606  -26.612    -78.099    -26.612  20:46:46.69  -12:51:17.6
   355  23.754   0.145   0.000  99.999   0.000   0.000   2  689.57  173.90  -96.471  -43.925    -79.964    -43.925  20:46:46.57  -12:51:34.9
   162  99.999   0.000   0.000  22.085   0.074   0.000   2   87.51  144.96  -36.011  -34.302    -19.503    -34.302  20:46:50.60  -12:51:25.3
   227  99.999   0.000   0.000  22.614   0.125   0.009   2  254.91  731.88  -65.103   19.104    -48.596     19.104  20:46:48.66  -12:50:31.9
    67  24.050   0.074   0.000  22.596   0.204   0.000   2  433.06  654.81  -81.192    7.997    -64.685      7.997  20:46:47.59  -12:50:43.0
   323  23.647   0.089   0.000  99.999   0.000   0.000   2  795.14  409.29 -111.908  -23.300    -95.401    -23.300  20:46:45.54  -12:51:14.3
   227  99.999   0.000   0.000  22.614   0.138   0.000   2  687.86  674.89 -106.875    4.601    -90.367      4.601  20:46:45.88  -12:50:46.4
   227  99.999   0.000   0.000  22.541   0.118   0.000   2  117.39  366.79  -43.613  -13.424    -27.106    -13.424  20:46:50.09  -12:51:04.4
   227  99.999   0.000   0.000  22.416   0.116   0.001   2  244.53  570.59  -60.612    3.742    -44.105      3.742  20:46:48.96  -12:50:47.3
   355  23.860   0.176   0.000  99.999   0.000   0.000   2  450.41  393.99  -77.388  -17.686    -60.881    -17.686  20:46:47.84  -12:51:08.7
   323  23.870   0.105   0.000  99.999   0.000   0.000   2  328.98  367.49  -64.697  -17.746    -48.190    -17.746  20:46:48.69  -12:51:08.7
   320  23.939   0.071   0.000  99.999   0.000   0.000   2  606.21  404.05  -93.126  -19.930    -76.619    -19.930  20:46:46.79  -12:51:10.9
   227  99.999   0.000   0.000  22.125   0.174   0.000   2  584.94   78.82  -84.058  -50.984    -67.551    -50.984  20:46:47.40  -12:51:42.0
   163  99.999   0.000   0.000  22.741   0.094   0.005   2  510.30  100.73  -77.109  -47.364    -60.602    -47.364  20:46:47.86  -12:51:38.4
   227  99.999   0.000   0.000  21.914   0.113   0.000   2  724.92  539.23 -107.724   -9.278    -91.217     -9.278  20:46:45.82  -12:51:00.3
   323  24.049   0.089   0.000  99.999   0.000   0.000   2  159.99  238.65  -45.135  -26.753    -28.628    -26.753  20:46:49.99  -12:51:17.8
   321  23.398   0.095   0.000  99.999   0.000   0.000   2  338.26  606.38  -70.718    5.277    -54.211      5.277  20:46:48.29  -12:50:45.7
   320  23.985   0.094   0.010  99.999   0.000   0.000   2   68.79  769.50  -47.493   26.446    -30.985     26.446  20:46:49.83  -12:50:24.6
   320  23.922   0.052   0.017  99.999   0.000   0.000   2  651.49  733.08 -104.480   10.966    -87.973     10.966  20:46:46.03  -12:50:40.0
   227  99.999   0.000   0.000  22.701   0.176   0.047   2  655.44  533.37 -100.738   -8.401    -84.231     -8.401  20:46:46.28  -12:50:59.4
     0  23.763   0.038   0.000  23.269   0.062   0.000   2  303.82  554.98  -66.187    1.005    -49.679      1.005  20:46:48.59  -12:50:50.0
   320  23.766   0.061   0.000  99.999   0.000   0.000   2  646.21  308.89  -95.071  -29.991    -78.564    -29.991  20:46:46.66  -12:51:21.0
   227  99.999   0.000   0.000  22.597   0.129   0.006   2  128.00  542.07  -48.414    3.364    -31.907      3.364  20:46:49.77  -12:50:47.6
   323  23.952   0.091   0.004  99.999   0.000   0.000   2  162.80  256.57  -45.791  -25.072    -29.284    -25.072  20:46:49.95  -12:51:16.1
   331  22.795   0.024   0.000  99.999   0.000   0.000   2  118.25  187.35  -39.927  -30.849    -23.419    -30.849  20:46:50.34  -12:51:21.8
   163  99.999   0.000   0.000  22.689   0.081  -0.003   2  341.58  150.50  -61.354  -39.083    -44.847    -39.083  20:46:48.91  -12:51:30.1
   321  23.840   0.089   0.024  99.999   0.000   0.000   2  421.00  454.37  -75.737  -11.201    -59.230    -11.201  20:46:47.95  -12:51:02.2
   163  99.999   0.000   0.000  22.500   0.085   0.000   2  505.62  541.79  -86.032   -4.466    -69.525     -4.466  20:46:47.26  -12:50:55.5
   322  23.876   0.060   0.000  99.999   0.000   0.000   2  221.07  335.18  -53.248  -18.647    -36.740    -18.647  20:46:49.45  -12:51:09.6
     0  23.783   0.038   0.010  23.210   0.058   0.010   2  237.58  184.05  -51.702  -33.668    -35.194    -33.668  20:46:49.55  -12:51:24.7
   323  23.279   0.085   0.000  99.999   0.000   0.000   2  573.64  257.07  -86.753  -33.534    -70.246    -33.534  20:46:47.22  -12:51:24.5
    64  24.046   0.045   0.001  22.699   0.146   0.000   2  382.90  402.78  -70.834  -15.429    -54.327    -15.429  20:46:48.28  -12:51:06.4
   323  23.458   0.073   0.001  99.999   0.000   0.000   2  588.12  586.41  -95.175   -1.859    -78.668     -1.859  20:46:46.66  -12:50:52.9
   227  99.999   0.000   0.000  22.566   0.147   0.057   2  602.72  688.57  -98.748    7.708    -82.240      7.708  20:46:46.42  -12:50:43.3
   163  99.999   0.000   0.000  22.454   0.090   0.000   2  467.08  116.54  -73.143  -44.955    -56.636    -44.955  20:46:48.12  -12:51:36.0
   353  23.339   0.148   0.012  99.999   0.000   0.000   2  577.38  586.55  -94.112   -1.621    -77.604     -1.621  20:46:46.73  -12:50:52.6
   161  99.999   0.000   0.000  22.324   0.088   0.000   2  137.06  774.22  -54.334   25.542    -37.827     25.542  20:46:49.38  -12:50:25.5
   323  23.850   0.100   0.000  99.999   0.000   0.000   2  507.82  721.18  -90.017   12.841    -73.510     12.841  20:46:47.00  -12:50:38.2
   355  23.924   0.117   0.024  99.999   0.000   0.000   2  469.96   82.42  -72.705  -48.306    -56.197    -48.306  20:46:48.15  -12:51:39.3
     0  23.862   0.048   0.001  23.151   0.068   0.033   2  312.55  573.17  -67.446    2.590    -50.939      2.590  20:46:48.50  -12:50:48.4
   320  24.023   0.045   0.000  99.999   0.000   0.000   2  234.80  506.91  -58.278   -2.237    -41.771     -2.237  20:46:49.11  -12:50:53.2
   227  99.999   0.000   0.000  22.462   0.111   0.000   2  486.07  336.68  -79.726  -24.001    -63.219    -24.001  20:46:47.68  -12:51:15.0
   323  23.923   0.080  -0.001  99.999   0.000   0.000   2  409.81  373.79  -72.904  -18.811    -56.396    -18.811  20:46:48.14  -12:51:09.8
   163  99.999   0.000   0.000  22.184   0.099   0.000   2   95.67  139.81  -36.710  -34.972    -20.203    -34.972  20:46:50.55  -12:51:26.0
   227  99.999   0.000   0.000  22.715   0.112   0.000   2  319.70  286.65  -62.052  -25.419    -45.545    -25.419  20:46:48.86  -12:51:16.4
     0  23.864   0.041   0.018  23.068   0.055   0.018   2  484.69  635.75  -85.930    5.080    -69.423      5.080  20:46:47.27  -12:50:45.9
   227  99.999   0.000   0.000  22.167   0.126   0.000   2  536.70  662.99  -91.671    6.625    -75.164      6.625  20:46:46.89  -12:50:44.4
   355  23.795   0.157   0.000  99.999   0.000   0.000   2  170.44  663.98  -55.254   14.285    -38.747     14.285  20:46:49.32  -12:50:36.7
   321  23.583   0.100   0.004  99.999   0.000   0.000   2  396.52  528.07  -74.862   -3.529    -58.354     -3.529  20:46:48.01  -12:50:54.5
   323  23.346   0.086   0.000  99.999   0.000   0.000   2  308.93  619.53  -68.075    7.156    -51.568      7.156  20:46:48.46  -12:50:43.8
   163  99.999   0.000   0.000  22.522   0.091   0.000   2  158.61  630.07  -53.349   11.254    -36.842     11.254  20:46:49.44  -12:50:39.7
   227  99.999   0.000   0.000  22.066   0.116   0.008   2  739.27  341.36 -104.970  -28.738    -88.463    -28.738  20:46:46.00  -12:51:19.7
   320  23.839   0.065   0.003  99.999   0.000   0.000   2  109.63  628.31  -48.456   12.076    -31.949     12.076  20:46:49.77  -12:50:38.9
     0  23.778   0.038   0.000  23.335   0.063   0.000   2  200.10  381.27  -52.139  -13.731    -35.632    -13.731  20:46:49.52  -12:51:04.7
   322  23.669   0.079   0.000  99.999   0.000   0.000   2   52.65  635.25  -42.975   13.891    -26.467     13.891  20:46:50.14  -12:50:37.1
   163  99.999   0.000   0.000  22.145   0.108   0.003   2   97.40  699.26  -48.785   19.151    -32.278     19.151  20:46:49.75  -12:50:31.8
   227  99.999   0.000   0.000  22.008   0.178   0.000   2  249.62  276.47  -54.847  -24.951    -38.340    -24.951  20:46:49.34  -12:51:16.0
   161  99.999   0.000   0.000  22.722   0.090   0.000   2  312.75  723.10  -70.665   17.075    -54.157     17.075  20:46:48.29  -12:50:33.9
     0  23.827   0.039   0.000  23.188   0.056   0.000   2  207.99  342.66  -52.103  -17.650    -35.596    -17.650  20:46:49.53  -12:51:08.7
     0  23.820   0.040   0.029  23.221   0.061   0.044   2  363.40  565.90  -72.363    0.832    -55.855      0.832  20:46:48.18  -12:50:50.2
   339  23.114   0.003   0.000  99.999   0.000   0.000   2  376.84  247.94  -66.933  -30.367    -50.426    -30.367  20:46:48.54  -12:51:21.4
     0  23.885   0.041   0.000  23.033   0.051   0.000   2  531.67  113.50  -79.508  -46.567    -63.000    -46.567  20:46:47.70  -12:51:37.6
     0  23.819   0.068   0.001  23.238   0.103   0.252   2   82.54  705.52  -47.453   20.049    -30.946     20.049  20:46:49.84  -12:50:31.0
   227  99.999   0.000   0.000  22.586   0.118   0.003   2  663.72  245.69  -95.455  -36.469    -78.948    -36.469  20:46:46.64  -12:51:27.5
   339  24.614   0.014   0.495  99.999   0.000   0.000   2  251.91  129.93  -51.995  -39.204    -35.487    -39.204  20:46:49.53  -12:51:30.2
   225  99.999   0.000   0.000  22.411   0.136   0.011   2  418.70  640.79  -79.466    6.942    -62.959      6.942  20:46:47.70  -12:50:44.1
   227  99.999   0.000   0.000  22.607   0.164   0.000   2  765.62  520.93 -111.348  -11.894    -94.841    -11.894  20:46:45.58  -12:51:02.9
   321  23.823   0.065   0.000  99.999   0.000   0.000   2  359.84  358.09  -67.579  -19.302    -51.071    -19.302  20:46:48.49  -12:51:10.3
   320  24.049   0.065   0.001  99.999   0.000   0.000   2  650.90  522.13 -100.053   -9.397    -83.546     -9.397  20:46:46.33  -12:51:00.4
   353  23.821   0.125   0.000  99.999   0.000   0.000   2  443.01  326.46  -75.211  -24.103    -58.704    -24.103  20:46:47.99  -12:51:15.1
   161  99.999   0.000   0.000  22.156   0.091   0.007   2  528.66  611.46  -89.793    1.809    -73.286      1.809  20:46:47.01  -12:50:49.2
   323  23.511   0.103   0.003  99.999   0.000   0.000   2  550.04  441.55  -88.334  -15.127    -71.827    -15.127  20:46:47.11  -12:51:06.1
     0  23.858   0.040   0.003  23.135   0.056   0.003   2  301.43  484.13  -64.435   -5.828    -47.927     -5.828  20:46:48.70  -12:50:56.8
   323  24.009   0.076   0.002  99.999   0.000   0.000   2  588.14  392.60  -91.087  -20.671    -74.579    -20.671  20:46:46.93  -12:51:11.7
   227  99.999   0.000   0.000  22.810   0.166   0.016   2  161.56  782.71  -56.940   25.861    -40.433     25.861  20:46:49.20  -12:50:25.1
   227  99.999   0.000   0.000  22.726   0.166   0.000   2  198.16   68.08  -45.373  -44.049    -28.866    -44.049  20:46:49.98  -12:51:35.0
   321  23.510   0.100   0.000  99.999   0.000   0.000   2  144.61  335.67  -45.654  -17.010    -29.147    -17.010  20:46:49.96  -12:51:08.0
   320  23.840   0.081   0.028  99.999   0.000   0.000   2  684.52  752.79 -108.133   12.157    -91.625     12.157  20:46:45.79  -12:50:38.8
   320  24.001   0.054   0.000  99.999   0.000   0.000   2  614.75  462.29  -95.208  -14.451    -78.701    -14.451  20:46:46.65  -12:51:05.5
     0  24.483   0.060   0.000  22.580   0.038   0.000   2  423.42  194.96  -70.457  -36.470    -53.950    -36.470  20:46:48.30  -12:51:27.5
   355  23.068   0.113   0.098  99.999   0.000   0.000   2  143.93  588.43  -50.994    7.527    -34.486      7.527  20:46:49.60  -12:50:43.5
   323  23.834   0.086   0.019  99.999   0.000   0.000   2  274.36  313.85  -58.106  -21.831    -41.599    -21.831  20:46:49.13  -12:51:12.8
   320  23.994   0.074   0.000  99.999   0.000   0.000   2  278.21  775.21  -68.344   22.787    -51.836     22.787  20:46:48.44  -12:50:28.2
   321  23.983   0.075   0.000  99.999   0.000   0.000   2  645.06  370.98  -96.281  -23.943    -79.773    -23.943  20:46:46.58  -12:51:14.9
   321  23.586   0.092   0.071  99.999   0.000   0.000   2  168.19  103.55  -43.136  -39.998    -26.628    -39.998  20:46:50.12  -12:51:31.0
   323  23.885   0.096   0.010  99.999   0.000   0.000   2  299.93  771.60  -70.423   21.996    -53.916     21.996  20:46:48.31  -12:50:29.0
   355  23.857   0.119   0.007  99.999   0.000   0.000   2  244.04  629.64  -61.830    9.469    -45.322      9.469  20:46:48.88  -12:50:41.5
   321  23.259   0.092   0.000  99.999   0.000   0.000   2  276.91  235.26  -56.696  -29.523    -40.189    -29.523  20:46:49.22  -12:51:20.5
